loan_id,len,syll,lex,sent,flesch,kincaid,gunning
1750,829.0,201.0,141.0,8.0,70.53,7.8,10.16
842,670.0,170.0,117.0,11.0,69.18,6.2,8.34
4938,195.0,46.0,36.0,4.0,87.72,3.3,3.6
7944,3916.0,949.0,698.0,45.0,72.66,7.0,8.09
5710,506.0,121.0,83.0,5.0,63.09,8.6,10.01
6579,720.0,175.0,132.0,8.0,80.11,6.2,8.72
1981,1387.0,337.0,245.0,15.0,71.85,7.3,9.3
5799,883.0,221.0,161.0,7.0,65.05,9.9,11.19
4959,210.0,54.0,44.0,3.0,90.39,4.3,5.88
4488,623.0,154.0,114.0,7.0,71.85,7.3,8.63
7129,702.0,182.0,121.0,5.0,55.37,11.5,11.66
5101,936.0,233.0,170.0,12.0,73.98,6.5,7.33
1360,692.0,171.0,130.0,8.0,80.31,6.1,8.37
1516,707.0,175.0,133.0,7.0,77.57,7.2,9.4
510,854.0,208.0,156.0,12.0,83.66,4.8,8.28
4137,600.0,157.0,105.0,7.0,64.71,8.0,10.57
1418,656.0,158.0,113.0,7.0,72.05,7.2,8.21
1217,178.0,48.0,37.0,3.0,84.37,4.5,6.0
6933,582.0,152.0,98.0,5.0,51.58,10.9,11.92
243,1263.0,320.0,240.0,13.0,78.08,7.0,9.4
6324,581.0,145.0,107.0,8.0,74.79,6.2,6.48
3379,1354.0,351.0,221.0,13.0,54.22,9.9,10.78
4718,745.0,184.0,139.0,9.0,81.22,5.8,8.17
7457,716.0,173.0,121.0,8.0,73.07,6.8,8.68
6852,660.0,167.0,114.0,7.0,63.39,8.5,9.33
873,1005.0,242.0,185.0,13.0,82.44,5.3,7.41
6395,1552.0,372.0,275.0,12.0,65.15,9.9,11.2
7518,795.0,202.0,131.0,6.0,57.81,10.6,12.69
2214,1487.0,360.0,262.0,15.0,70.63,7.8,8.68
2728,1234.0,308.0,210.0,12.0,62.17,8.9,9.86
3136,510.0,128.0,92.0,6.0,72.87,6.9,8.73
377,795.0,197.0,152.0,12.0,83.96,4.7,7.19
265,1488.0,353.0,261.0,17.0,72.76,6.9,8.61
1146,347.0,84.0,71.0,4.0,87.25,5.5,7.68
4009,1025.0,246.0,186.0,9.0,75.84,7.8,10.86
2014,800.0,198.0,155.0,9.0,79.4,6.5,8.43
2243,700.0,174.0,126.0,10.0,75.61,5.8,8.53
2338,580.0,146.0,95.0,9.0,69.18,6.2,8.45
1130,655.0,166.0,121.0,8.0,73.07,6.8,9.02
1445,1124.0,286.0,208.0,13.0,72.16,7.2,9.28
7320,425.0,109.0,73.0,4.0,61.36,9.2,13.9
447,838.0,213.0,160.0,11.0,82.14,5.4,7.3
5403,879.0,214.0,161.0,9.0,78.69,6.7,10.14
7324,876.0,222.0,158.0,7.0,65.46,9.7,11.32
6047,757.0,188.0,131.0,9.0,73.58,6.6,8.28
2914,520.0,130.0,93.0,5.0,69.52,8.2,10.02
2152,986.0,249.0,168.0,12.0,65.73,7.6,9.17
4442,1004.0,260.0,187.0,12.0,72.56,7.0,8.81
5318,379.0,97.0,71.0,5.0,73.98,6.5,8.5
5925,1212.0,294.0,216.0,19.0,76.82,5.4,5.67
1753,628.0,158.0,112.0,7.0,72.16,7.2,8.9
4032,1278.0,315.0,235.0,14.0,79.8,6.3,8.59
1672,770.0,193.0,144.0,7.0,75.95,7.8,10.74
3289,979.0,251.0,160.0,7.0,48.23,12.2,12.16
1897,1089.0,269.0,197.0,11.0,70.23,7.9,9.8
3386,1096.0,279.0,192.0,10.0,60.45,9.6,11.01
6466,646.0,160.0,108.0,4.0,52.53,12.6,13.76
1046,725.0,182.0,135.0,9.0,81.63,5.6,8.37
3643,412.0,108.0,74.0,4.0,61.16,9.3,12.26
6173,763.0,197.0,135.0,9.0,64.71,8.0,9.26
5721,1338.0,344.0,229.0,10.0,56.69,11.0,13.18
3037,793.0,205.0,131.0,6.0,49.35,11.8,12.69
6517,513.0,130.0,89.0,6.0,64.91,7.9,8.17
7490,902.0,223.0,163.0,10.0,71.85,7.3,8.97
1267,235.0,67.0,49.0,4.0,75.91,5.7,5.74
969,888.0,220.0,168.0,10.0,79.8,6.3,7.67
5823,1027.0,252.0,190.0,12.0,80.82,5.9,8.21
6264,1054.0,272.0,193.0,12.0,72.05,7.2,9.13
5975,389.0,106.0,69.0,3.0,56.59,11.1,12.1
6446,952.0,233.0,167.0,8.0,67.18,9.1,10.76
5135,616.0,144.0,106.0,9.0,76.42,5.5,5.85
5876,497.0,121.0,91.0,4.0,73.71,8.6,12.2
3191,709.0,178.0,123.0,8.0,72.76,6.9,9.41
912,786.0,190.0,140.0,14.0,78.25,4.8,7.14
3987,802.0,211.0,138.0,8.0,62.38,8.9,11.27
6030,617.0,155.0,115.0,6.0,77.37,7.2,9.77
571,993.0,245.0,186.0,12.0,81.12,5.8,7.71
3042,981.0,249.0,165.0,10.0,63.19,8.5,9.51
2441,854.0,220.0,143.0,10.0,65.42,7.7,9.08
349,867.0,219.0,158.0,9.0,70.53,7.8,10.33
3006,685.0,172.0,117.0,5.0,56.18,11.2,13.12
2480,794.0,211.0,143.0,9.0,63.8,8.3,9.44
4768,879.0,220.0,155.0,8.0,68.7,8.5,10.6
5002,164.0,46.0,36.0,3.0,84.68,4.4,4.8
3519,433.0,101.0,72.0,5.0,73.78,6.5,7.98
7230,971.0,254.0,166.0,7.0,55.88,11.4,12.85
286,661.0,169.0,117.0,8.0,73.58,6.6,10.63
7492,814.0,194.0,148.0,9.0,80.21,6.1,9.26
695,737.0,190.0,128.0,12.0,69.07,6.3,8.34
291,664.0,166.0,119.0,8.0,73.27,6.7,9.32
309,1231.0,307.0,229.0,13.0,78.99,6.6,9.31
6323,567.0,145.0,104.0,7.0,73.27,6.7,7.5
608,622.0,147.0,114.0,8.0,82.34,5.3,6.77
2204,1569.0,386.0,282.0,16.0,70.53,7.8,8.6
5362,963.0,231.0,171.0,11.0,72.66,7.0,9.24
898,885.0,219.0,163.0,11.0,81.83,5.5,8.13
7572,1011.0,246.0,170.0,9.0,69.21,8.3,11.56
2221,1266.0,318.0,232.0,12.0,68.81,8.5,9.1
1956,1188.0,293.0,206.0,13.0,72.36,7.1,9.43
6694,1938.0,475.0,360.0,18.0,76.56,7.6,9.67
7846,1017.0,257.0,180.0,8.0,65.56,9.7,11.67
2502,1154.0,294.0,198.0,12.0,63.19,8.5,9.43
1770,1248.0,303.0,221.0,12.0,69.72,8.1,9.53
2789,731.0,179.0,125.0,9.0,74.29,6.4,6.84
946,756.0,186.0,138.0,10.0,82.85,5.1,7.26
5880,941.0,247.0,181.0,12.0,73.07,6.8,8.03
522,304.0,76.0,57.0,4.0,82.34,5.3,7.12
6848,484.0,122.0,90.0,7.0,75.3,6.0,8.27
4197,1005.0,252.0,180.0,13.0,74.39,6.3,8.85
1070,816.0,204.0,149.0,11.0,74.69,6.2,8.35
5369,911.0,218.0,163.0,13.0,84.17,4.6,6.96
1955,919.0,237.0,159.0,9.0,61.97,9.0,11.11
3054,668.0,161.0,121.0,7.0,79.3,6.5,8.57
71,1051.0,259.0,199.0,12.0,80.01,6.2,9.25
511,774.0,198.0,142.0,10.0,73.98,6.5,8.22
6514,726.0,167.0,125.0,7.0,78.69,6.7,8.76
2526,997.0,241.0,181.0,7.0,70.57,9.9,12.79
7910,800.0,193.0,145.0,7.0,75.84,7.8,10.49
2638,452.0,115.0,79.0,3.0,53.24,12.4,14.57
731,485.0,117.0,96.0,9.0,94.45,2.7,5.11
7593,1018.0,248.0,174.0,13.0,74.79,6.2,8.35
1852,923.0,238.0,177.0,11.0,80.51,6.0,8.25
700,178.0,49.0,40.0,3.0,91.82,3.8,5.32
2407,519.0,134.0,92.0,6.0,64.41,8.1,9.6
7176,324.0,84.0,60.0,4.0,73.17,6.8,9.33
1437,937.0,226.0,172.0,11.0,81.02,5.8,8.57
7220,1386.0,346.0,218.0,15.0,56.76,8.9,11.12
1644,587.0,156.0,109.0,8.0,74.59,6.2,9.11
4005,944.0,246.0,169.0,10.0,62.78,8.7,9.84
3072,547.0,140.0,97.0,5.0,68.7,8.5,9.82
7303,786.0,194.0,142.0,9.0,72.36,7.1,8.86
1059,458.0,114.0,93.0,5.0,86.44,5.8,7.87
3441,514.0,132.0,91.0,6.0,64.51,8.0,10.04
4478,497.0,133.0,98.0,6.0,71.85,7.3,7.74
1576,589.0,139.0,104.0,8.0,83.66,4.8,6.35
3138,608.0,155.0,106.0,6.0,61.97,9.0,10.85
673,1277.0,326.0,242.0,20.0,84.57,4.5,7.15
4935,190.0,52.0,43.0,4.0,94.35,2.8,4.32
4109,683.0,178.0,123.0,7.0,70.53,7.8,9.32
2126,1048.0,265.0,178.0,10.0,61.87,9.1,10.94
4444,672.0,163.0,126.0,8.0,80.82,5.9,7.59
1608,795.0,205.0,148.0,8.0,69.62,8.1,9.56
3671,499.0,122.0,96.0,6.0,80.62,6.0,8.48
7687,251.0,60.0,39.0,2.0,60.14,9.7,11.9
6257,681.0,163.0,126.0,6.0,75.54,7.9,8.72
7638,1345.0,331.0,242.0,15.0,72.05,7.2,8.59
7686,669.0,165.0,117.0,6.0,68.6,8.5,11.22
7596,1565.0,369.0,276.0,20.0,82.85,5.1,7.69
2983,1180.0,291.0,210.0,14.0,73.17,6.8,7.71
3832,1038.0,263.0,189.0,10.0,69.21,8.3,10.31
1898,1086.0,270.0,192.0,7.0,60.58,11.6,13.46
1084,189.0,50.0,39.0,3.0,83.66,4.8,5.2
3152,880.0,228.0,163.0,8.0,67.69,8.9,10.12
715,176.0,49.0,40.0,3.0,91.82,3.8,5.32
4920,493.0,131.0,92.0,8.0,76.72,5.4,6.34
3011,834.0,215.0,147.0,8.0,61.26,9.3,11.71
3443,439.0,113.0,81.0,4.0,67.79,8.8,10.1
849,820.0,202.0,152.0,14.0,85.79,4.0,7.25
4766,699.0,171.0,124.0,8.0,72.66,7.0,7.49
4981,6.0,2.0,1.0,1.0,36.62,8.4,0.4
5766,1327.0,334.0,234.0,14.0,71.44,7.4,10.1
1801,854.0,211.0,144.0,9.0,63.7,8.4,10.57
1322,613.0,152.0,116.0,10.0,85.08,4.3,6.71
5690,534.0,123.0,88.0,6.0,73.47,6.7,8.61
156,650.0,161.0,120.0,9.0,83.36,4.9,7.65
3688,730.0,177.0,132.0,5.0,70.06,10.0,12.98
577,1043.0,250.0,185.0,18.0,77.94,4.9,6.28
5540,724.0,179.0,128.0,9.0,73.98,6.5,8.49
5860,423.0,107.0,69.0,3.0,48.13,12.3,14.42
6689,787.0,186.0,134.0,8.0,71.34,7.5,8.51
7909,1024.0,270.0,162.0,9.0,44.75,11.5,12.14
2426,1116.0,271.0,200.0,14.0,73.88,6.5,8.32
2942,598.0,153.0,103.0,6.0,62.48,8.8,11.15
2376,1979.0,501.0,347.0,20.0,70.73,7.7,9.03
419,1019.0,252.0,184.0,10.0,69.72,8.1,10.4
179,791.0,196.0,142.0,11.0,75.3,6.0,8.54
2544,688.0,173.0,116.0,5.0,56.39,11.2,13.42
4908,549.0,133.0,95.0,8.0,76.32,5.6,7.29
6028,389.0,93.0,66.0,6.0,77.23,5.2,8.04
325,868.0,221.0,150.0,11.0,66.13,7.4,8.91
6883,1081.0,274.0,194.0,10.0,68.7,8.5,9.82
311,792.0,196.0,145.0,8.0,70.02,8.0,9.17
2850,508.0,128.0,96.0,4.0,72.5,9.1,10.02
4616,972.0,246.0,186.0,13.0,82.34,5.3,7.01
7887,617.0,156.0,101.0,5.0,59.43,10.0,11.25
5659,635.0,160.0,112.0,6.0,69.41,8.2,9.62
2974,456.0,128.0,79.0,4.0,51.38,11.0,12.48
5818,1216.0,303.0,214.0,9.0,64.24,10.2,11.2
6117,648.0,154.0,114.0,8.0,73.88,6.5,8.18
4347,454.0,114.0,82.0,4.0,67.59,8.9,9.66
512,630.0,162.0,121.0,9.0,83.25,5.0,7.67
2679,728.0,193.0,126.0,6.0,58.62,10.3,12.21
762,618.0,159.0,118.0,9.0,83.56,4.9,6.93
1409,646.0,172.0,113.0,8.0,65.62,7.6,9.89
3164,703.0,175.0,129.0,7.0,69.72,8.1,10.15
6366,615.0,152.0,104.0,5.0,58.82,10.2,10.63
6239,723.0,189.0,126.0,6.0,58.62,10.3,11.89
1471,221.0,60.0,42.0,3.0,74.19,6.4,7.5
935,186.0,46.0,36.0,3.0,84.68,4.4,4.8
7217,659.0,167.0,107.0,8.0,57.87,8.5,10.22
3371,638.0,162.0,110.0,6.0,61.36,9.2,11.32
3618,719.0,178.0,129.0,9.0,73.88,6.5,9.13
7558,1015.0,250.0,191.0,13.0,81.93,5.5,7.35
7193,720.0,176.0,125.0,7.0,70.23,7.9,9.72
5257,517.0,130.0,97.0,5.0,77.16,7.3,11.06
2032,948.0,236.0,173.0,11.0,72.46,7.1,8.36
5272,806.0,212.0,141.0,6.0,56.08,11.3,13.37
7243,1541.0,377.0,284.0,9.0,64.78,12.1,14.89
4608,1317.0,334.0,254.0,11.0,73.41,8.8,11.13
4918,1025.0,251.0,182.0,12.0,72.97,6.9,8.72
30,1223.0,299.0,220.0,13.0,71.24,7.5,8.58
6141,780.0,202.0,136.0,6.0,56.89,11.0,12.32
6928,577.0,141.0,96.0,6.0,63.7,8.4,8.9
2083,1155.0,291.0,211.0,10.0,66.98,9.2,9.96
7652,746.0,189.0,138.0,9.0,72.87,6.9,8.15
4887,805.0,195.0,138.0,6.0,65.05,9.9,12.68
1329,1030.0,256.0,184.0,13.0,73.98,6.5,8.72
2855,1857.0,458.0,327.0,19.0,70.94,7.6,9.45
5167,1152.0,288.0,208.0,11.0,69.21,8.3,10.25
4069,1302.0,323.0,229.0,11.0,67.28,9.0,11.81
804,953.0,235.0,176.0,12.0,81.93,5.5,8.38
2503,844.0,210.0,153.0,11.0,74.29,6.4,7.91
18,1057.0,266.0,185.0,12.0,72.76,6.9,10.27
6961,843.0,220.0,147.0,5.0,50.09,13.6,15.03
4951,2363.0,601.0,418.0,22.0,69.11,8.3,9.9
6746,801.0,209.0,136.0,10.0,66.13,7.4,9.56
3857,703.0,175.0,125.0,9.0,74.29,6.4,8.44
4566,349.0,91.0,67.0,5.0,74.79,6.2,6.55
5025,181.0,48.0,37.0,4.0,87.42,3.4,5.88
1574,373.0,90.0,70.0,6.0,84.98,4.3,5.25
7569,1911.0,463.0,338.0,21.0,72.05,7.2,9.04
6247,781.0,192.0,143.0,7.0,76.15,7.7,9.84
741,1509.0,375.0,261.0,17.0,72.76,6.9,9.53
1563,702.0,192.0,124.0,5.0,54.76,11.8,13.15
1452,709.0,175.0,131.0,8.0,80.21,6.1,9.31
1443,868.0,217.0,154.0,14.0,77.23,5.2,6.74
2495,936.0,225.0,170.0,11.0,81.12,5.8,8.32
1251,153.0,44.0,33.0,3.0,85.69,4.0,6.82
1104,178.0,48.0,37.0,3.0,84.37,4.5,6.0
1242,517.0,129.0,95.0,9.0,77.64,5.1,5.92
6292,722.0,179.0,129.0,7.0,69.72,8.1,9.84
6541,529.0,133.0,97.0,7.0,74.29,6.4,7.21
5937,942.0,225.0,161.0,6.0,61.19,11.4,13.95
3296,1297.0,330.0,217.0,12.0,61.56,9.2,10.74
7619,934.0,231.0,163.0,6.0,60.79,11.5,13.58
4317,783.0,203.0,143.0,8.0,70.23,7.9,9.4
4058,825.0,207.0,154.0,8.0,77.27,7.3,10.06
3253,565.0,139.0,97.0,5.0,68.7,8.5,11.47
4524,747.0,188.0,134.0,9.0,73.27,6.7,8.05
771,764.0,198.0,145.0,12.0,76.11,5.6,7.05
1128,858.0,220.0,161.0,10.0,72.05,7.2,9.67
237,878.0,216.0,164.0,10.0,80.21,6.1,7.54
7304,1222.0,304.0,232.0,10.0,73.31,8.8,10.14
1657,642.0,152.0,114.0,8.0,82.34,5.3,7.47
5479,680.0,171.0,121.0,7.0,70.84,7.7,8.9
4337,552.0,145.0,112.0,7.0,80.62,6.0,7.83
6000,553.0,140.0,108.0,6.0,78.59,6.8,8.31
7196,798.0,203.0,134.0,7.0,60.55,9.6,11.82
1751,726.0,175.0,123.0,7.0,70.53,7.8,8.99
1229,1101.0,272.0,185.0,15.0,67.45,6.9,7.95
1858,656.0,170.0,129.0,3.0,53.21,16.5,18.13
3260,715.0,175.0,120.0,7.0,62.58,8.8,11.17
6711,1146.0,281.0,201.0,13.0,72.66,7.0,8.79
7343,1047.0,261.0,197.0,7.0,68.33,10.7,12.86
3108,677.0,171.0,119.0,8.0,73.27,6.7,9.32
2346,896.0,224.0,175.0,12.0,82.04,5.4,6.98
836,959.0,241.0,168.0,11.0,72.87,6.9,9.22
1038,753.0,196.0,136.0,9.0,73.07,6.8,8.1
3232,1243.0,306.0,214.0,12.0,70.33,7.9,9.92
7022,569.0,137.0,96.0,5.0,68.91,8.4,11.01
2865,813.0,207.0,154.0,9.0,79.5,6.4,8.4
6032,399.0,100.0,69.0,4.0,70.84,7.7,9.24
280,656.0,162.0,121.0,9.0,83.25,5.0,8.34
1599,525.0,135.0,95.0,10.0,78.75,4.6,6.75
4159,499.0,123.0,91.0,7.0,75.2,6.0,6.96
4985,14.0,3.0,2.0,1.0,77.91,2.9,0.8
693,544.0,135.0,103.0,7.0,81.93,5.5,7.82
5513,1519.0,375.0,281.0,14.0,76.45,7.6,10.03
7826,1359.0,335.0,228.0,13.0,62.17,8.9,10.33
4738,1398.0,341.0,227.0,11.0,59.03,10.1,12.29
6343,874.0,218.0,165.0,10.0,80.11,6.2,8.3
3866,761.0,182.0,142.0,9.0,80.82,5.9,8.01
1154,444.0,106.0,87.0,8.0,94.25,2.8,5.28
5879,1062.0,266.0,203.0,12.0,79.7,6.3,7.55
1531,1514.0,396.0,270.0,13.0,58.82,10.2,11.28
6995,613.0,158.0,111.0,4.0,60.18,11.8,15.44
657,480.0,120.0,89.0,6.0,81.83,5.5,7.27
2870,656.0,166.0,126.0,7.0,78.59,6.8,8.79
3231,774.0,193.0,130.0,7.0,61.06,9.4,11.75
7667,988.0,257.0,164.0,9.0,53.0,10.4,11.18
6150,994.0,246.0,183.0,6.0,65.9,11.6,13.73
1958,1735.0,419.0,311.0,14.0,74.32,8.4,10.29
6743,826.0,208.0,144.0,7.0,67.49,9.0,11.85
3184,651.0,163.0,108.0,5.0,58.01,10.5,12.71
4929,1049.0,268.0,182.0,10.0,61.46,9.2,10.58
7748,934.0,234.0,169.0,10.0,71.24,7.5,9.36
7608,1374.0,323.0,245.0,12.0,76.15,7.7,10.12
6592,772.0,177.0,138.0,7.0,76.86,7.4,10.2
6228,729.0,181.0,135.0,7.0,77.27,7.3,9.79
6076,1090.0,286.0,196.0,15.0,66.64,7.2,7.48
618,523.0,128.0,101.0,6.0,79.8,6.3,7.51
4902,667.0,167.0,120.0,9.0,74.9,6.1,6.99
2535,1048.0,276.0,194.0,9.0,66.47,9.4,12.15
2510,638.0,162.0,119.0,8.0,73.27,6.7,8.65
5621,756.0,195.0,140.0,8.0,70.63,7.8,9.86
7289,892.0,219.0,168.0,12.0,82.65,5.2,6.55
5377,899.0,218.0,175.0,11.0,89.18,4.8,7.05
7077,755.0,179.0,131.0,8.0,71.75,7.3,8.7
6347,679.0,172.0,125.0,9.0,74.29,6.4,7.48
951,559.0,131.0,97.0,6.0,71.95,7.2,7.72
7794,1007.0,260.0,175.0,9.0,60.24,9.7,11.42
5974,441.0,109.0,82.0,4.0,76.05,7.7,9.66
1586,1030.0,261.0,194.0,12.0,80.41,6.1,8.34
6819,559.0,140.0,99.0,6.0,71.65,7.4,9.43
561,200.0,53.0,40.0,2.0,76.56,7.6,10.0
1738,1098.0,267.0,200.0,12.0,79.9,6.3,8.68
6330,531.0,125.0,92.0,5.0,69.72,8.1,9.1
5726,1291.0,317.0,236.0,15.0,80.92,5.9,8.31
6696,1568.0,380.0,280.0,17.0,71.65,7.4,7.89
7169,662.0,164.0,110.0,7.0,64.0,8.2,9.55
3220,1036.0,251.0,182.0,8.0,65.25,9.8,12.42
198,1547.0,383.0,286.0,17.0,79.8,6.3,7.84
1651,708.0,177.0,137.0,3.0,50.47,17.6,19.45
546,854.0,210.0,150.0,10.0,73.17,6.8,8.67
3018,910.0,231.0,159.0,8.0,59.74,9.9,11.48
2754,982.0,245.0,160.0,9.0,61.87,9.1,10.12
235,983.0,246.0,176.0,10.0,70.53,7.8,9.54
1069,1003.0,249.0,174.0,13.0,74.79,6.2,8.81
6328,508.0,121.0,95.0,5.0,77.57,7.2,9.28
3432,1044.0,263.0,182.0,13.0,74.19,6.4,8.9
3255,783.0,190.0,133.0,8.0,71.55,7.4,10.55
3337,1443.0,347.0,258.0,19.0,83.05,5.1,8.23
1894,1791.0,449.0,323.0,21.0,72.76,6.9,8.76
7465,1035.0,261.0,173.0,9.0,60.45,9.6,10.92
2990,1115.0,276.0,184.0,13.0,65.52,7.6,9.16
1678,875.0,207.0,164.0,10.0,80.21,6.1,7.78
3764,1282.0,312.0,236.0,18.0,83.56,4.9,6.93
6270,561.0,134.0,106.0,4.0,69.96,10.1,12.11
3482,985.0,249.0,173.0,9.0,68.91,8.4,11.15
4850,443.0,118.0,76.0,5.0,56.05,9.2,8.19
2146,1464.0,354.0,268.0,16.0,79.8,6.3,8.66
1200,1192.0,319.0,206.0,8.0,53.75,12.2,14.2
6015,854.0,223.0,156.0,7.0,65.76,9.6,10.97
1030,460.0,114.0,84.0,7.0,76.22,5.6,7.18
6794,702.0,171.0,123.0,8.0,72.76,6.9,9.09
1938,1075.0,268.0,193.0,14.0,74.39,6.3,8.01
2546,958.0,241.0,171.0,8.0,66.67,9.3,12.07
975,566.0,141.0,106.0,9.0,84.88,4.4,6.23
2096,493.0,129.0,92.0,4.0,65.05,9.9,11.37
6269,743.0,196.0,133.0,6.0,57.4,10.8,13.09
793,181.0,47.0,38.0,2.0,86.03,6.0,7.6
606,585.0,141.0,109.0,7.0,81.02,5.8,8.07
6513,776.0,193.0,130.0,7.0,61.06,9.4,9.9
6813,797.0,195.0,137.0,8.0,71.04,7.6,9.18
7209,1219.0,309.0,219.0,7.0,56.63,13.1,15.81
2792,869.0,206.0,133.0,10.0,66.44,7.3,9.83
6762,895.0,223.0,152.0,8.0,60.65,9.5,11.55
4669,1181.0,295.0,228.0,14.0,80.31,6.1,7.4
3210,753.0,192.0,131.0,7.0,60.95,9.4,9.62
5631,920.0,236.0,172.0,13.0,75.0,6.1,6.91
59,1822.0,472.0,337.0,15.0,65.56,9.7,11.14
7300,1206.0,300.0,210.0,10.0,67.08,9.1,10.88
2937,689.0,175.0,117.0,5.0,56.18,11.2,13.46
6986,649.0,165.0,110.0,6.0,61.36,9.2,10.59
524,260.0,71.0,51.0,4.0,75.4,5.9,7.47
4582,553.0,132.0,99.0,7.0,82.54,5.2,7.26
443,673.0,159.0,126.0,10.0,84.07,4.7,6.31
5756,761.0,190.0,130.0,10.0,66.74,7.2,8.58
60,751.0,200.0,141.0,7.0,67.99,8.8,10.31
7630,1022.0,242.0,192.0,10.0,77.37,7.2,8.1
7595,1039.0,250.0,180.0,11.0,71.75,7.3,8.78
5961,1045.0,248.0,177.0,9.0,68.4,8.6,10.14
6120,1724.0,421.0,317.0,17.0,77.98,7.0,8.95
6086,572.0,140.0,106.0,7.0,81.53,5.6,8.3
7750,973.0,239.0,171.0,10.0,71.04,7.6,9.41
6578,915.0,232.0,162.0,12.0,74.69,6.2,7.38
383,735.0,184.0,134.0,9.0,73.27,6.7,9.24
7778,870.0,205.0,145.0,10.0,73.68,6.6,9.11
6147,849.0,219.0,146.0,9.0,63.49,8.4,10.32
4484,769.0,187.0,144.0,8.0,78.59,6.8,8.87
5777,1213.0,306.0,206.0,12.0,62.48,8.8,9.21
2476,608.0,149.0,114.0,6.0,77.57,7.2,9.0
5590,1949.0,495.0,328.0,16.0,59.13,10.1,11.61
1499,811.0,217.0,145.0,8.0,61.56,9.2,9.72
6478,1034.0,265.0,179.0,14.0,66.94,7.1,8.7
2605,1176.0,294.0,206.0,9.0,65.15,9.9,12.27
4201,1157.0,282.0,212.0,13.0,80.31,6.1,8.22
2360,1109.0,258.0,187.0,9.0,67.28,9.0,11.1
5569,624.0,158.0,110.0,8.0,74.39,6.3,9.16
2758,1027.0,259.0,180.0,13.0,74.39,6.3,8.19
7567,920.0,226.0,153.0,8.0,60.55,9.6,11.04
3437,942.0,240.0,165.0,8.0,59.03,10.1,10.66
6646,990.0,242.0,173.0,12.0,73.78,6.5,8.07
7299,989.0,243.0,173.0,11.0,72.46,7.1,9.52
3064,636.0,162.0,111.0,5.0,57.4,10.8,12.84
6432,457.0,116.0,73.0,4.0,52.9,10.4,12.8
682,767.0,189.0,138.0,8.0,70.84,7.7,8.95
2229,1082.0,273.0,193.0,11.0,70.63,7.8,10.11
809,1148.0,284.0,194.0,12.0,63.49,8.4,9.78
2646,1153.0,286.0,204.0,11.0,69.62,8.1,10.54
508,372.0,92.0,70.0,6.0,84.98,4.3,5.82
2536,1365.0,338.0,225.0,16.0,65.62,7.6,8.84
7847,832.0,219.0,138.0,9.0,55.95,9.3,10.18
376,569.0,135.0,99.0,7.0,74.08,6.4,8.47
318,1231.0,312.0,219.0,14.0,72.56,7.0,9.53
2377,1672.0,412.0,304.0,11.0,60.38,11.7,12.75
5165,1102.0,271.0,194.0,12.0,71.95,7.2,9.78
4995,178.0,49.0,40.0,3.0,91.82,3.8,5.32
354,791.0,194.0,148.0,9.0,80.21,6.1,8.99
6665,824.0,203.0,145.0,10.0,73.68,6.6,8.83
5248,427.0,105.0,84.0,5.0,79.8,6.3,8.62
6680,526.0,130.0,98.0,6.0,80.31,6.1,8.15
7345,1146.0,279.0,212.0,9.0,72.9,9.0,11.89
7031,499.0,127.0,86.0,4.0,58.11,10.5,10.46
7405,875.0,221.0,159.0,10.0,72.26,7.1,8.62
7295,1220.0,302.0,226.0,16.0,82.54,5.2,8.12
5016,202.0,56.0,42.0,3.0,82.65,5.2,6.55
415,792.0,192.0,156.0,9.0,87.76,5.3,7.69
5001,156.0,45.0,31.0,3.0,69.48,6.1,7.99
1381,1391.0,354.0,249.0,14.0,70.33,7.9,9.05
5801,1014.0,253.0,179.0,7.0,62.41,10.9,12.92
1378,762.0,198.0,136.0,9.0,64.61,8.0,9.28
3287,1084.0,279.0,179.0,9.0,51.28,11.1,11.09
4793,769.0,194.0,130.0,9.0,65.32,7.7,10.07
1692,1683.0,415.0,312.0,17.0,78.18,6.9,8.9
2494,850.0,216.0,161.0,10.0,80.51,6.0,8.92
1800,1122.0,268.0,190.0,11.0,70.84,7.7,9.03
1675,743.0,180.0,145.0,11.0,91.92,3.7,6.94
4117,637.0,154.0,113.0,7.0,72.05,7.2,9.27
802,1065.0,267.0,197.0,13.0,72.97,6.9,8.92
5317,334.0,82.0,64.0,4.0,80.62,6.0,6.4
2995,2096.0,515.0,369.0,19.0,68.7,8.5,10.14
6313,702.0,178.0,127.0,9.0,74.08,6.4,9.1
950,594.0,154.0,111.0,7.0,72.26,7.1,8.52
7428,994.0,253.0,160.0,8.0,51.18,11.1,11.75
812,924.0,239.0,174.0,11.0,72.36,7.1,9.08
5532,592.0,146.0,113.0,7.0,80.51,6.0,8.21
3143,1703.0,410.0,292.0,13.0,65.56,9.7,11.05
3095,1038.0,262.0,178.0,8.0,57.3,10.8,11.17
1633,947.0,248.0,169.0,12.0,65.62,7.6,9.66
589,549.0,141.0,96.0,5.0,60.45,9.6,11.43
7261,1380.0,339.0,260.0,14.0,77.98,7.0,8.82
5861,598.0,151.0,101.0,6.0,62.88,8.7,11.08
3809,591.0,137.0,109.0,7.0,81.02,5.8,7.34
594,1310.0,324.0,254.0,21.0,84.57,4.5,6.1
6523,2577.0,632.0,456.0,25.0,69.92,8.0,9.47
3553,577.0,144.0,105.0,7.0,73.17,6.8,8.29
7753,471.0,110.0,83.0,6.0,82.85,5.1,7.45
