loan_id,NE_MONEY,NE_CARDINAL,NE_GPE,NE_PERSON
2336,0,1,1,5
2371,6,1,2,2
628,0,2,5,3
6489,0,1,0,1
5507,0,0,0,2
1224,0,1,0,0
3448,0,1,0,1
5842,0,1,0,1
1594,0,2,1,3
1374,0,0,0,1
211,4,5,7,4
7372,0,1,0,1
5966,1,3,1,5
6867,0,1,0,1
6232,0,1,0,3
7615,0,2,0,1
6302,0,1,2,0
5603,0,1,1,1
2734,0,2,1,5
107,0,1,0,2
2531,6,1,0,1
6731,0,4,2,1
1272,0,1,0,0
5147,1,2,3,0
6260,0,1,4,3
1793,0,1,3,0
3959,2,1,0,3
2148,0,1,1,3
3298,0,0,3,10
3623,0,3,0,3
5882,1,2,0,1
6969,0,2,0,2
2211,0,3,0,0
1892,2,1,2,0
7313,0,3,0,1
6159,0,3,0,4
7643,0,1,0,1
6643,0,2,0,3
6422,0,1,0,5
5467,0,4,0,4
239,1,1,0,2
230,0,1,1,1
2094,0,1,0,4
2579,0,2,1,0
5987,0,0,0,0
2626,6,2,1,7
4313,1,0,1,0
2063,1,1,2,1
2333,2,4,2,5
1720,0,3,10,6
5772,1,1,3,0
6319,1,1,0,0
7495,0,4,0,1
1201,1,2,0,2
819,0,1,1,1
3861,0,1,0,3
1765,5,1,2,2
6783,0,1,0,4
5226,0,0,0,1
1169,0,1,1,1
2182,3,1,0,3
2999,0,3,3,6
1328,0,2,0,2
1392,1,2,1,2
2258,3,0,3,3
6617,1,1,4,3
6309,0,1,0,0
1628,0,1,1,3
944,0,2,1,0
5865,0,2,0,1
4690,1,1,0,3
2542,0,1,0,2
4612,0,1,0,5
6511,0,2,0,0
4974,0,0,0,1
7249,0,4,2,1
609,0,8,0,0
6622,3,4,8,4
1991,0,1,2,0
2587,0,1,0,0
6367,0,1,1,0
1903,0,9,3,11
3818,0,5,0,1
254,8,2,9,4
3919,1,0,1,1
2648,1,1,0,1
2351,0,3,1,7
6632,1,1,0,0
584,2,2,0,1
496,4,2,4,1
7931,0,2,3,5
1690,0,1,4,1
5490,0,0,0,0
6825,0,2,0,1
2118,6,2,5,0
861,0,3,0,1
7781,0,2,0,5
698,3,3,2,1
892,0,2,1,6
2888,0,2,0,16
3644,0,3,0,1
7577,0,1,0,1
7965,1,9,2,3
68,4,6,6,17
959,0,3,4,2
160,0,2,0,2
3689,0,3,0,0
7471,0,3,0,1
1321,0,4,0,0
416,0,1,0,2
5285,1,1,6,1
124,0,3,0,1
2418,0,2,0,1
1112,0,1,0,0
3197,0,0,0,3
2279,0,2,2,2
2406,0,2,0,1
7168,0,5,0,4
2037,1,5,2,1
6965,0,2,2,2
3483,0,1,0,0
7930,1,5,1,4
1985,0,1,0,0
435,0,4,1,0
61,4,3,6,3
3259,0,1,3,1
7246,0,1,0,0
7329,0,7,0,3
2985,0,0,2,3
4699,0,1,0,4
7254,0,6,5,3
4464,0,1,0,0
7841,0,5,1,1
974,1,1,1,2
6907,0,1,0,3
5395,1,1,0,0
6160,0,3,2,1
1127,0,1,1,2
3628,0,3,1,2
2074,0,2,0,3
7174,1,1,2,2
3375,0,0,1,0
15,0,3,1,2
2768,0,0,2,1
3027,0,3,2,1
7543,0,3,1,3
1973,2,4,0,3
1948,3,2,3,0
6037,0,1,0,0
6740,0,0,5,0
7875,0,3,3,6
6559,0,2,3,1
5521,0,1,0,4
583,0,1,3,1
1227,0,1,0,0
2719,0,1,2,0
442,0,1,3,1
2801,0,2,0,0
6944,0,3,0,0
5440,0,3,0,1
918,1,2,0,0
4181,1,1,0,0
7214,0,1,0,0
2770,0,2,0,0
7634,0,1,1,1
2988,0,1,0,2
6816,0,0,4,0
6413,0,0,1,2
6532,1,2,0,2
1170,0,1,3,3
1908,0,2,3,3
655,0,4,2,6
3700,0,3,2,1
7556,0,1,0,1
5642,0,3,0,0
2436,0,1,0,2
3939,1,2,0,0
6368,0,1,0,1
6875,0,1,0,1
5107,2,2,1,2
4963,0,1,0,1
6574,0,0,0,3
996,0,1,0,1
6124,0,1,0,1
6131,1,3,0,2
1125,0,1,1,0
6487,0,1,1,0
27,0,1,1,5
4211,0,3,1,0
5345,0,6,4,0
6049,0,1,0,1
2212,0,2,0,1
7130,0,5,2,4
7044,0,2,1,1
1309,0,2,0,2
745,0,4,1,6
1998,0,0,2,2
990,0,1,1,2
3886,0,2,2,1
1928,1,2,3,4
3335,1,2,1,6
6566,0,1,0,0
5855,0,0,2,2
5782,0,0,0,3
3411,3,3,1,2
7976,0,0,0,3
1093,0,1,0,0
2726,0,1,0,3
6999,0,3,2,0
4916,1,2,0,1
5083,0,1,0,1
6590,1,3,0,0
6949,0,0,5,3
1833,1,1,2,2
2588,0,1,0,0
2981,0,5,0,0
6211,0,1,0,4
3067,0,0,0,3
626,0,2,0,1
2370,6,4,0,3
6174,0,0,0,1
4041,1,1,0,1
161,0,2,0,1
4846,0,1,0,1
6243,2,5,0,1
6605,1,3,2,2
1294,3,1,1,2
4173,0,3,0,4
1750,0,1,5,3
842,0,1,0,2
4938,0,2,0,0
7944,7,10,10,10
5710,1,1,1,2
6579,0,1,0,0
1981,0,1,1,2
5799,0,1,2,1
4959,0,0,0,0
4488,0,2,1,0
7129,0,2,2,1
5101,2,1,1,5
1360,4,3,0,1
1516,4,1,3,1
510,0,3,0,0
4137,0,0,1,0
1418,0,2,0,2
1217,0,1,0,0
6933,0,1,0,0
243,1,5,0,1
6324,0,2,0,0
3379,0,2,6,5
4718,0,1,3,0
7457,0,2,0,2
6852,0,1,0,6
873,3,2,4,1
6395,0,2,1,9
7518,0,4,2,0
2214,0,1,1,3
2728,0,2,1,4
3136,0,0,2,5
377,2,3,0,2
265,0,1,0,3
1146,0,1,2,0
4009,1,2,0,4
2014,0,2,1,0
2243,1,0,0,2
2338,0,1,1,3
1130,0,0,3,0
1445,0,4,0,2
7320,0,3,0,1
447,0,1,1,1
5403,0,1,0,3
7324,0,4,1,3
6047,0,3,0,0
2914,0,2,1,3
2152,1,1,2,3
4442,0,1,0,8
5318,0,0,2,0
5925,0,5,0,3
1753,1,1,0,0
4032,1,3,1,2
1672,6,1,0,2
3289,0,0,0,4
1897,1,1,1,0
3386,0,0,0,5
6466,0,3,0,1
1046,1,0,4,2
3643,0,5,0,0
6173,0,0,0,2
5721,2,4,3,4
3037,0,2,0,4
6517,0,2,0,4
7490,0,1,2,2
1267,0,1,0,0
969,0,1,0,3
5823,0,1,1,2
6264,1,2,1,2
5975,0,1,1,1
6446,0,2,1,4
5135,1,0,0,3
5876,1,1,2,4
3191,0,1,0,0
912,1,1,0,0
3987,1,0,0,2
6030,0,0,2,2
571,0,3,1,7
3042,0,1,0,0
2441,0,2,4,3
349,0,1,0,1
3006,0,1,0,3
2480,1,1,2,1
4768,2,4,2,2
5002,0,1,0,0
3519,1,1,2,1
7230,0,6,2,2
286,0,0,0,1
7492,0,3,3,2
695,0,1,2,1
291,0,5,0,1
309,6,5,0,7
6323,0,3,1,0
608,0,3,2,1
2204,0,5,1,6
5362,0,1,0,4
898,0,3,3,1
7572,0,3,0,0
2221,2,2,4,7
1956,3,2,1,1
6694,1,1,1,10
7846,0,4,4,2
2502,0,0,0,2
1770,5,2,2,1
2789,0,1,1,1
946,0,1,1,0
5880,0,4,0,4
522,0,1,0,1
6848,3,2,4,2
4197,1,1,0,5
1070,5,4,0,3
5369,0,0,1,2
1955,4,1,4,1
3054,0,3,0,2
71,0,3,0,1
511,0,2,1,0
6514,0,3,0,0
2526,5,1,0,3
7910,0,3,0,5
2638,0,1,1,2
731,0,2,0,2
7593,2,3,0,1
1852,0,3,1,5
700,0,0,1,0
2407,0,2,2,0
7176,1,1,3,0
1437,3,3,0,0
7220,0,3,1,8
1644,1,1,1,2
4005,0,1,0,5
3072,0,1,0,3
7303,0,1,3,3
1059,0,1,1,1
3441,0,2,2,0
4478,0,1,0,0
1576,0,1,3,2
3138,0,0,1,3
673,0,3,0,1
4935,1,1,1,0
4109,0,0,0,2
2126,4,0,1,0
4444,1,1,1,0
1608,0,0,0,0
3671,0,1,0,2
7687,0,1,0,0
6257,1,0,1,2
7638,0,2,1,2
7686,1,4,0,5
7596,0,9,2,7
2983,0,5,0,2
3832,0,2,3,5
1898,5,1,3,5
1084,0,2,0,0
3152,0,4,0,0
715,1,1,1,0
4920,0,1,0,3
3011,0,0,1,1
3443,0,0,0,2
849,2,2,1,3
4766,1,1,1,1
4981,0,0,0,0
5766,0,1,0,3
1801,6,2,2,4
1322,0,5,1,0
5690,1,3,2,4
156,0,1,0,0
3688,1,2,3,2
577,0,1,5,0
5540,1,1,2,1
5860,1,0,1,3
6689,0,2,1,3
7909,0,2,2,5
2426,0,1,1,5
2942,0,2,0,1
2376,1,1,2,1
419,0,2,2,4
179,0,2,0,1
2544,0,2,0,1
4908,1,0,0,5
6028,0,1,1,1
325,1,2,2,3
6883,0,0,1,2
311,4,3,4,2
2850,0,2,0,3
4616,0,1,0,3
7887,0,3,3,8
5659,0,1,0,1
2974,0,0,1,3
5818,0,1,7,0
6117,0,3,1,3
4347,1,1,1,1
512,0,2,3,0
2679,0,2,1,0
762,0,4,1,0
1409,0,1,0,3
3164,0,1,0,1
6366,0,1,0,3
6239,0,0,0,3
1471,0,1,0,0
935,0,1,0,0
7217,1,2,2,1
3371,0,1,2,3
3618,0,3,1,1
7558,0,4,3,4
7193,1,2,3,1
5257,0,0,0,1
2032,0,4,2,0
5272,1,5,1,4
7243,0,2,3,0
4608,0,1,0,1
4918,0,0,0,5
30,0,3,0,1
6141,1,1,2,1
6928,0,3,1,1
2083,5,2,1,2
7652,0,4,1,3
4887,2,3,2,2
1329,4,1,0,1
2855,1,3,2,6
5167,0,1,1,4
4069,0,3,0,6
804,0,1,0,0
2503,0,1,0,1
18,0,5,1,2
6961,0,1,2,0
4951,4,12,7,8
6746,0,2,3,0
3857,0,1,3,2
4566,0,1,1,0
5025,0,1,0,0
1574,0,1,4,0
7569,0,3,1,3
6247,2,1,1,1
741,0,1,1,5
1563,4,2,4,4
1452,2,2,0,1
1443,0,4,0,2
2495,1,1,0,5
1251,0,1,0,0
1104,0,1,0,0
1242,0,1,0,1
6292,0,3,1,1
6541,2,4,2,1
5937,1,2,1,3
3296,0,0,2,8
7619,0,1,0,5
4317,2,2,0,3
4058,1,0,3,3
3253,0,1,0,1
4524,0,1,3,1
771,0,2,2,2
1128,0,3,6,0
237,0,6,1,1
7304,0,3,0,6
1657,0,4,0,0
5479,0,1,0,5
4337,1,1,0,1
6000,0,1,0,0
7196,0,1,0,0
1751,0,1,0,2
1229,0,5,4,2
1858,0,0,0,1
3260,0,2,0,0
6711,0,1,0,0
7343,0,0,1,4
3108,0,0,0,1
2346,1,6,0,4
836,0,4,1,1
1038,0,3,0,2
3232,0,5,4,10
7022,0,2,0,0
2865,0,4,0,0
6032,0,1,1,0
280,0,2,0,1
1599,0,1,1,1
4159,0,2,0,1
4985,0,0,0,1
693,0,1,0,3
5513,0,1,2,3
7826,1,4,1,8
4738,1,2,2,4
6343,0,1,0,0
3866,1,4,0,3
1154,0,2,0,1
5879,0,4,0,3
1531,2,3,3,2
6995,0,0,2,1
657,0,3,1,0
2870,0,0,0,0
3231,0,1,1,4
7667,0,3,2,6
6150,0,0,0,1
1958,1,8,0,7
6743,0,1,1,4
3184,0,0,3,0
4929,0,2,0,0
7748,0,4,1,5
7608,0,7,3,4
6592,0,3,1,1
6228,1,1,1,2
6076,0,2,0,0
618,0,0,1,1
4902,0,1,0,4
2535,5,4,0,3
2510,3,0,0,2
5621,0,1,0,0
7289,0,7,0,1
5377,0,2,1,0
7077,0,1,0,1
6347,0,1,0,0
951,1,1,0,1
7794,0,6,2,2
5974,0,1,1,1
1586,3,1,0,1
6819,0,0,0,2
561,0,1,0,1
1738,4,2,0,2
6330,0,2,0,0
5726,0,2,5,2
6696,2,2,1,0
7169,0,2,0,1
3220,1,3,1,8
198,6,4,7,7
1651,1,2,0,1
546,0,10,1,0
3018,0,0,2,0
2754,0,1,0,1
235,0,2,4,0
1069,3,4,0,1
6328,0,5,0,0
3432,0,2,0,2
3255,0,0,0,5
3337,1,2,3,8
1894,2,6,3,2
7465,0,3,2,0
2990,0,0,5,8
1678,4,2,0,2
3764,2,2,2,3
6270,0,2,0,0
3482,0,1,1,1
4850,1,1,1,0
2146,0,3,1,6
1200,5,1,5,1
6015,0,1,1,3
1030,0,1,1,0
6794,0,4,0,3
1938,1,3,2,1
2546,0,2,1,3
975,1,1,1,1
2096,0,0,0,1
6269,0,2,1,1
793,0,1,0,0
606,0,1,3,1
6513,0,4,0,6
6813,0,2,0,6
7209,0,1,2,2
2792,0,1,0,1
6762,1,3,2,0
4669,0,7,0,4
3210,0,1,1,2
5631,0,3,0,3
59,10,2,13,2
7300,0,3,1,3
2937,0,0,1,2
6986,0,1,0,0
524,0,0,0,0
4582,1,1,0,2
443,0,5,1,0
5756,1,1,0,2
60,6,3,6,1
7630,0,1,0,2
7595,0,5,1,2
5961,1,11,3,13
6120,1,6,10,6
6086,0,3,0,1
7750,0,1,2,1
6578,0,1,0,4
383,0,5,0,2
7778,0,3,3,3
6147,0,1,2,3
4484,0,1,0,2
5777,1,4,6,1
2476,0,2,0,2
5590,0,4,5,5
1499,6,2,5,4
6478,1,1,3,4
2605,0,2,0,2
4201,0,2,3,5
2360,3,2,0,1
5569,0,3,0,2
2758,0,2,0,2
7567,1,2,1,2
3437,0,2,1,2
6646,0,1,1,5
7299,0,2,3,4
3064,0,1,0,3
6432,1,1,3,0
682,0,4,0,2
2229,0,1,3,5
809,0,3,0,2
2646,1,0,1,3
508,0,1,0,2
2536,0,2,1,3
7847,0,2,2,0
376,1,2,0,2
318,4,4,4,3
2377,6,3,0,3
5165,0,0,0,1
4995,1,1,1,0
354,1,0,1,1
6665,0,2,4,0
5248,0,0,0,1
6680,0,3,0,0
7345,0,2,2,3
7031,0,1,0,3
7405,0,1,2,1
7295,0,5,0,5
5016,0,1,0,0
415,0,1,0,0
5001,0,1,0,0
1381,0,1,5,5
5801,1,2,0,2
1378,4,1,1,5
3287,0,0,10,3
4793,0,1,0,1
1692,4,2,1,6
2494,0,3,2,3
1800,1,5,3,2
1675,3,1,0,1
4117,0,2,0,1
802,0,3,0,0
5317,0,1,2,1
2995,2,1,1,11
6313,0,0,0,1
950,1,1,2,3
7428,0,0,4,1
812,0,6,0,1
5532,0,0,1,1
3143,0,5,1,13
3095,0,1,0,8
1633,4,1,0,5
589,3,1,0,2
7261,0,4,1,0
5861,0,1,1,1
3809,0,0,0,5
594,0,2,1,5
6523,3,5,4,22
3553,0,1,1,1
7753,0,1,0,4
7606,0,0,0,1
3777,0,7,0,7
4339,2,2,0,1
3465,0,4,3,0
2859,0,0,0,1
3290,0,2,1,9
5399,0,2,0,3
764,0,6,2,1
2117,5,2,1,0
6226,1,2,1,4
7565,0,0,0,4
2142,0,3,2,5
2019,0,1,0,3
6920,0,2,1,8
491,3,5,2,2
1559,2,4,5,2
7352,0,1,1,1
1851,0,3,0,4
373,1,4,1,4
543,0,1,1,1
5700,0,2,1,0
7580,0,3,0,1
379,0,7,3,5
5493,0,3,1,4
6760,0,1,0,3
3859,0,0,0,2
2955,2,2,1,4
7662,0,3,6,0
728,2,8,5,1
7111,0,3,0,4
5627,0,1,1,6
4049,0,2,0,2
930,0,0,0,0
4091,0,4,1,7
860,0,1,1,2
556,0,1,0,1
4783,1,1,1,0
755,0,1,0,1
2306,0,0,2,4
6785,0,1,0,1
1049,3,3,1,3
4831,1,0,0,0
335,3,1,3,1
5349,0,2,0,0
86,4,8,6,0
6194,0,2,2,1
7234,0,2,1,1
6967,0,1,3,4
4896,0,2,1,3
2379,6,1,1,1
7148,0,2,3,2
5013,0,1,0,0
3754,1,1,0,1
3229,1,3,1,2
343,0,0,1,1
7537,0,4,1,2
3723,1,0,2,2
6728,0,1,1,9
6901,0,0,0,3
1819,0,1,0,1
5739,0,1,5,3
6390,0,1,2,4
2311,0,2,2,5
2917,0,1,0,3
765,0,5,1,0
588,1,0,0,2
6855,0,4,1,1
7649,0,2,2,1
2561,0,1,0,0
6018,1,1,1,2
6457,0,4,1,0
7842,0,8,2,3
6116,0,4,0,2
6066,0,1,2,2
252,1,2,0,0
6005,1,4,0,4
5259,0,1,1,2
1162,0,1,2,1
2149,0,2,2,6
553,0,1,0,0
2918,0,0,1,0
3452,0,1,0,0
3002,0,1,2,1
2684,0,1,2,3
2598,5,1,0,6
6254,1,2,2,2
2059,0,4,3,4
627,0,0,1,1
4476,0,1,0,1
1356,3,3,0,1
5471,0,0,0,0
7848,0,3,1,4
2820,0,1,0,1
2799,0,3,0,0
3195,0,4,0,10
2000,0,1,5,0
2389,1,2,1,2
2424,2,6,2,6
1441,3,3,0,1
6261,0,1,5,3
236,0,5,0,1
4548,0,2,0,0
4424,0,0,0,2
2252,3,1,0,2
6146,0,0,1,1
1338,1,4,0,2
4377,0,2,4,3
4754,0,0,0,0
6140,1,2,1,0
6196,0,3,1,1
2926,0,2,0,2
2884,0,2,0,0
1315,0,2,3,1
6913,0,2,0,2
285,0,2,1,2
5761,1,1,0,3
3844,1,3,0,2
2293,0,3,2,5
2374,1,3,4,7
1395,0,1,1,0
5720,0,3,1,1
1538,3,2,3,4
7913,1,4,1,4
361,0,3,4,2
4987,0,2,1,0
952,1,3,2,1
3801,1,4,6,0
5873,0,0,3,2
7433,0,3,0,0
1696,4,3,0,3
2514,4,1,1,1
2994,1,2,1,5
2553,0,2,0,0
494,3,2,4,1
1102,0,1,0,0
7784,0,4,0,2
3265,0,1,2,0
1875,4,2,1,1
323,2,3,4,3
334,2,5,3,1
5297,0,1,0,2
7754,0,2,0,1
3169,0,2,1,2
2186,3,2,1,0
6774,1,1,1,2
6331,0,1,0,0
214,6,6,9,4
7854,1,2,0,1
3499,0,2,0,2
6189,0,3,0,3
4825,0,3,1,2
538,0,4,0,2
2741,0,1,0,2
6163,0,1,0,1
1524,4,2,0,0
7980,0,4,8,0
2775,0,0,1,1
402,2,1,4,4
3128,0,1,0,5
5687,2,1,2,3
6022,0,3,0,1
712,5,6,2,2
2639,0,2,0,3
3157,0,1,0,0
2909,2,2,1,5
5947,1,2,1,1
1385,0,2,3,4
1498,1,2,1,2
7396,0,3,0,0
7620,0,1,2,1
1818,1,0,0,0
3770,2,2,0,1
6412,0,1,0,1
931,0,1,0,0
2463,0,1,0,1
2692,1,1,0,3
7414,0,5,2,1
5770,0,0,1,1
2273,0,6,3,4
1909,1,5,12,1
3155,0,0,4,6
2652,0,3,1,0
1913,3,0,2,3
917,2,1,0,4
5009,0,1,0,0
7751,0,1,0,3
5319,0,1,2,0
1552,1,4,1,3
1139,0,2,2,0
1820,0,2,3,0
3983,0,2,3,1
3163,0,1,0,1
1942,1,2,1,3
5014,0,1,0,0
2585,0,1,0,1
4402,0,2,2,1
2194,4,3,0,3
7437,0,2,5,3
758,0,1,0,1
4650,2,2,5,2
2097,0,0,0,0
7539,0,3,1,3
6364,0,1,0,2
1757,0,1,0,0
6416,0,2,0,2
7771,0,1,0,3
1579,0,1,0,2
7056,0,5,1,7
4977,0,1,2,0
2099,0,1,1,2
4043,0,2,1,1
1339,4,2,0,3
1206,2,3,3,1
399,5,6,0,4
1514,3,1,0,1
6890,0,2,0,3
1010,0,4,0,2
1302,5,1,0,1
6978,0,2,0,3
2725,0,0,0,0
6545,1,1,1,1
5355,0,0,1,0
7194,1,3,2,2
4502,1,2,0,0
4755,0,2,7,9
3447,1,0,0,0
5424,0,1,0,3
552,0,0,0,1
5618,0,2,0,3
787,0,6,1,0
2993,1,1,1,6
7178,1,1,2,2
7635,0,3,2,1
7746,0,0,0,2
5938,1,4,2,5
5489,0,0,0,0
5936,1,4,1,10
1444,1,3,0,1
2185,3,1,1,1
1028,0,4,3,5
1544,4,2,0,5
3867,0,1,0,1
6225,1,1,1,4
7190,0,0,0,1
4756,0,0,2,1
4438,0,1,0,0
2742,0,1,0,2
6843,0,8,3,2
4936,1,3,1,0
2521,4,1,0,3
1075,7,1,8,1
3474,0,3,0,1
3390,0,2,9,4
1165,0,2,1,0
2020,0,1,0,2
177,0,4,1,5
3383,0,2,6,8
4448,0,1,1,3
1485,2,2,2,1
5753,0,1,0,0
7072,0,1,0,4
7788,0,2,2,2
1511,4,1,1,1
456,0,2,1,1
353,0,1,0,2
2459,0,1,0,4
660,0,2,4,1
903,0,2,0,0
5105,0,3,6,1
1449,1,1,0,0
7013,0,1,1,0
7200,0,2,0,0
1365,4,2,1,3
3847,0,1,3,2
6481,0,2,0,6
6597,0,6,3,1
5734,0,1,0,0
3151,0,0,0,3
1308,0,5,0,0
2727,0,0,0,0
2222,4,1,2,9
7015,0,1,0,0
6294,0,0,3,1
2668,2,9,2,4
6401,1,2,1,0
4021,0,0,0,3
6931,0,1,0,3
5919,0,3,5,3
7341,0,2,2,4
5800,1,3,0,4
1469,4,3,0,4
2604,0,3,0,1
4906,0,1,1,3
6305,0,0,1,1
7497,0,4,0,4
6197,0,1,0,1
4215,0,2,0,0
525,2,3,5,3
5310,0,1,2,0
3791,0,1,0,1
7114,0,0,1,2
5000,0,2,0,0
834,0,1,1,2
5401,0,1,0,0
4681,0,2,2,1
7951,0,5,4,5
2701,0,2,5,0
4149,1,1,3,0
3166,0,1,3,0
3329,0,0,0,0
1580,0,1,0,0
5881,0,3,0,4
3010,0,1,0,3
2958,0,4,0,2
1627,6,4,0,6
4235,0,1,1,0
2477,0,2,1,1
4973,0,1,2,1
7609,0,1,2,3
6459,2,3,4,16
2977,0,1,1,1
1931,1,4,1,2
2196,4,2,3,10
5828,0,1,1,3
2743,0,5,2,7
6749,0,0,0,4
1640,4,0,1,2
7934,0,9,4,3
4290,0,1,1,0
1221,0,1,0,0
3399,0,2,5,7
3085,0,3,2,10
4095,0,2,0,4
7139,0,1,0,1
7156,0,2,0,1
1814,3,3,1,0
3302,0,1,1,2
4345,2,0,1,2
4452,0,0,0,0
5364,1,2,1,0
450,0,1,0,1
1074,3,2,5,3
647,3,1,2,1
2210,0,1,0,0
7389,0,2,0,1
7618,0,0,0,2
668,0,1,0,1
7720,0,1,2,10
6683,0,1,3,0
6069,0,1,0,4
1463,0,2,1,3
65,0,2,0,6
7222,0,0,3,0
2497,0,0,4,2
7233,1,6,2,5
3065,0,1,0,2
4470,0,3,0,2
321,5,2,6,4
7089,0,2,4,3
1283,1,1,0,1
4839,0,1,1,4
223,0,3,0,3
6888,0,3,0,3
5730,0,1,2,0
750,0,3,1,0
4135,0,1,0,1
191,0,2,0,2
2007,3,2,3,1
2682,0,2,1,2
1735,0,1,0,3
2562,0,1,1,4
7740,0,1,1,6
6285,0,2,2,4
7835,0,3,0,2
3111,0,2,0,3
1077,0,1,0,0
4702,1,2,0,0
3307,0,0,0,4
3123,0,0,1,0
3032,0,1,1,3
2624,1,1,2,7
1113,0,1,0,0
7858,0,2,1,5
7281,0,5,1,5
7550,0,2,0,5
5593,0,1,1,1
3124,0,0,5,5
0,2,3,0,6
6297,0,1,0,3
6409,0,1,2,2
1451,1,1,1,0
1815,5,2,0,6
866,0,1,1,1
1300,4,2,0,1
5006,0,1,0,0
355,1,1,0,0
3187,0,0,0,5
7647,0,8,0,5
7213,0,3,1,0
1710,0,0,0,2
3539,0,1,0,1
7985,0,2,2,0
3209,0,1,1,0
5623,1,1,1,3
2814,0,2,0,2
351,0,1,1,1
1726,3,6,1,3
7443,0,4,2,2
3433,0,1,0,1
555,0,1,0,1
940,0,3,1,0
2590,0,0,0,1
6256,1,4,0,1
3320,0,3,0,1
3384,0,1,1,4
6681,0,1,0,0
1404,4,3,0,3
2320,0,2,0,0
1639,4,3,1,3
7251,0,5,8,1
7756,0,1,0,3
3357,0,1,9,3
1588,0,6,4,4
7189,0,2,0,1
5252,0,0,1,2
5619,0,0,1,2
6470,0,2,0,0
5932,0,2,1,0
2058,1,2,2,0
3475,0,1,1,3
4848,0,4,1,7
7240,0,7,4,2
2674,1,6,1,2
1974,6,7,3,1
1158,4,1,4,1
2921,0,1,3,0
1918,3,0,1,3
4606,1,1,0,5
6777,0,1,0,1
1468,4,3,0,3
1798,5,3,2,1
4060,0,1,0,1
7448,1,2,4,1
5095,3,1,0,4
4466,0,1,0,2
4209,0,3,2,0
6404,0,1,0,0
1337,3,3,0,1
2451,0,1,1,6
6112,3,3,2,5
3316,0,1,4,0
1265,0,1,0,0
1018,0,7,0,8
816,0,2,2,0
900,0,3,2,1
5624,0,1,1,0
5701,1,0,0,4
6979,0,0,0,0
1773,6,1,6,7
1575,0,1,1,0
460,0,2,0,4
6847,0,2,0,2
2334,2,1,2,6
1963,0,4,0,1
1732,4,0,5,0
7773,0,1,1,2
1408,0,2,0,4
222,0,1,2,5
1484,2,7,0,1
6480,0,0,0,2
2723,0,1,0,3
4934,0,0,0,0
4083,0,2,0,4
3103,0,1,0,2
2907,1,3,1,4
2028,0,1,0,2
4050,0,1,0,0
5103,0,6,3,0
3817,1,7,2,0
6391,0,4,3,9
1156,0,1,0,1
271,0,4,1,1
889,2,3,1,2
4797,0,2,0,3
5572,0,1,0,1
1117,0,1,0,1
7623,0,1,0,0
914,1,3,0,5
5784,0,0,0,0
7856,0,1,1,2
3865,1,0,0,3
4015,0,1,2,0
7040,0,2,3,2
7613,0,2,0,4
792,0,1,0,0
5728,1,1,0,1
72,0,1,0,1
6642,0,3,0,0
2319,0,3,0,1
5764,0,2,0,0
6519,0,3,0,5
6759,0,3,4,1
5438,0,1,0,0
2402,1,1,1,4
6583,1,1,0,1
2030,0,8,1,1
7154,0,2,3,2
2857,0,0,1,1
7093,0,2,0,3
6544,1,2,3,0
2362,5,4,1,3
3326,0,0,0,1
7377,0,1,0,1
580,0,2,1,0
4953,0,1,0,0
6362,0,1,3,3
158,5,6,7,4
4753,0,0,0,0
7326,0,2,2,3
7179,0,3,1,3
2245,4,1,4,4
1976,3,3,3,3
1746,1,3,1,0
129,0,2,1,0
5688,1,5,2,1
6768,2,0,1,1
7346,0,5,2,4
2190,0,4,3,8
7363,0,2,1,2
4294,0,2,4,1
7777,0,1,1,4
90,2,7,4,11
2773,0,2,1,0
6793,0,1,1,3
7419,0,2,0,1
1027,1,7,3,0
5825,1,3,0,3
3396,0,1,0,2
5588,0,1,0,0
3775,0,3,0,3
1838,5,2,5,1
2382,1,2,2,4
4305,2,2,0,1
6610,0,2,0,0
7322,0,1,3,0
5546,1,1,0,1
5097,0,2,4,3
1462,0,1,0,3
6934,0,1,3,0
7759,0,1,0,1
1900,4,2,1,2
6118,0,2,0,2
6389,0,0,2,2
3843,0,4,0,1
7085,1,1,1,2
6657,0,1,1,5
1884,1,2,0,4
78,0,8,0,1
3294,0,2,4,6
5301,0,1,0,2
2973,0,0,0,2
7612,0,4,0,4
5673,0,0,0,3
2600,0,1,0,1
294,0,0,0,0
2073,0,1,0,2
301,0,0,0,0
7418,0,2,1,1
7629,0,0,0,1
1868,0,0,0,1
3312,0,1,0,0
1442,0,3,0,2
407,4,4,8,0
116,2,15,15,1
7589,0,3,1,5
1708,0,1,0,2
6958,0,2,4,3
7775,0,0,0,3
1387,4,1,5,2
891,1,2,1,0
1929,0,3,11,6
2464,0,1,0,1
4508,1,0,0,1
5802,0,1,0,4
850,1,2,1,1
1249,0,0,0,0
5589,0,3,5,4
3758,3,2,0,1
2722,0,0,1,6
6505,0,1,0,0
5595,0,0,0,1
7342,0,1,0,0
2584,0,2,0,2
972,0,3,0,0
2642,0,1,1,2
4260,0,2,0,0
3295,0,4,8,6
2712,0,2,1,1
2554,0,3,0,0
1307,0,1,1,0
6445,0,2,0,0
1960,0,1,1,4
865,0,1,1,0
2643,0,1,1,0
7978,0,8,6,3
3907,1,1,2,3
1695,4,3,3,3
2920,0,0,0,0
6332,0,1,1,2
